1,match_childPC1_adultPC1,10,1,0.825226173518915
2,match_childPC1_adultPC1,10,28,0.784676014347569
3,match_childPC1_adultPC1,10,39,0.771561268790759
4,match_childPC1_adultPC1,10,33,0.746259291687491
5,match_childPC1_adultPC1,10,34,0.724761355064168
6,match_childPC1_adultPC1,10,7,0.715012128603889
7,match_childPC1_adultPC1,10,8,0.710222055970941
8,match_childPC1_adultPC1,10,32,0.693048186187809
9,match_childPC1_adultPC1,10,4,0.671548776549294
10,match_childPC1_adultPC1,10,38,0.656074216381871
11,match_childPC2_adultPC2,10,12,0.799713749169737
12,match_childPC2_adultPC2,10,23,0.750425562803594
13,match_childPC2_adultPC2,10,15,0.739375369497173
14,match_childPC2_adultPC2,10,19,0.709316569957065
15,match_childPC2_adultPC2,10,17,0.695739272775724
16,match_childPC2_adultPC2,10,18,0.685334323537223
17,match_childPC2_adultPC2,10,21,0.682393731774898
18,match_childPC2_adultPC2,10,30,0.641198880192489
19,match_childPC2_adultPC2,10,29,0.576110250158722
20,match_childPC2_adultPC2,10,14,0.563312269709612
21,match_childPC3_adultPC3,10,10,0.801237192616526
22,match_childPC3_adultPC3,10,11,0.710277250369062
23,match_childPC3_adultPC3,10,26,0.681332598719964
24,match_childPC3_adultPC3,10,38,0.569361231019201
25,match_childPC3_adultPC3,10,31,0.407095023592392
26,match_childPC3_adultPC3,10,5,0.404560973780199
27,match_childPC3_adultPC3,10,25,0.403020493582223
28,match_childPC3_adultPC3,10,35,0.357320173329593
29,match_childPC3_adultPC3,10,6,0.347289029852894
30,match_childPC3_adultPC3,10,32,0.345759172782756
31,match_fetusPVSPC1_adultPC1,10,1,0.825226173518915
32,match_fetusPVSPC1_adultPC1,10,28,0.784676014347569
33,match_fetusPVSPC1_adultPC1,10,39,0.771561268790759
34,match_fetusPVSPC1_adultPC1,10,33,0.746259291687491
35,match_fetusPVSPC1_adultPC1,10,34,0.724761355064168
36,match_fetusPVSPC1_adultPC1,10,7,0.715012128603889
37,match_fetusPVSPC1_adultPC1,10,8,0.710222055970941
38,match_fetusPVSPC1_adultPC1,10,32,0.693048186187809
39,match_fetusPVSPC1_adultPC1,10,4,0.671548776549294
40,match_fetusPVSPC1_adultPC1,10,38,0.656074216381871
41,match_fetusPVSPC1_childPC1,10,1,0.825226173518915
42,match_fetusPVSPC1_childPC1,10,28,0.784676014347569
43,match_fetusPVSPC1_childPC1,10,39,0.771561268790759
44,match_fetusPVSPC1_childPC1,10,33,0.746259291687491
45,match_fetusPVSPC1_childPC1,10,34,0.724761355064168
46,match_fetusPVSPC1_childPC1,10,7,0.715012128603889
47,match_fetusPVSPC1_childPC1,10,8,0.710222055970941
48,match_fetusPVSPC1_childPC1,10,32,0.693048186187809
49,match_fetusPVSPC1_childPC1,10,4,0.671548776549294
